Filière,Produit,ville,annee,production_tonnes,superficie_ha,température moyenne,température maximale,température minimale,vitesse du vent,température du vent,précipitations moyennes par jour,précipitations totales sur le mois,humidité,visibilité,couverture nuageuse,irrigation,type_sol,mecanisation
Maraîchage,Tomate,Rabat,2016,1349355.46,15365.23,17,20,14,16,13,1,23,82,10,32,0,calcaire,5
Maraîchage,Tomate,Sefrou,2016,1352783.54,16828.17,13,17,8,12,7,1,23,74,10,20,1,sableux,3
Maraîchage,Tomate,Sidi Ifni,2016,1336853.19,14879.06,19,21,16,15,16,1,3,65,10,13,0,limoneux,4
Maraîchage,Tomate,Skhirate,2016,1389709.01,15400.64,16,21,11,11,11,1,28,88,10,30,1,argileux,2
Maraîchage,Tomate,Tanger,2016,1389526.6,14505.45,16,17,14,19,13,2,47,82,10,36,1,calcaire,4
Maraîchage,Tomate,Taounate,2016,1314186.01,16069.4,6,10,2,13,-1,1,24,80,10,21,0,limoneux,3
Maraîchage,Tomate,Tarfaya,2016,1275611.18,16241.46,20,21,19,23,19,1,7,75,10,17,1,sableux,1
Maraîchage,Tomate,Taza,2016,1330392.63,17049.41,6,10,2,13,-1,1,24,80,10,21,0,argileux,4
Maraîchage,Tomate,Tiflet,2016,1376099.06,16901.97,15,21,9,12,9,1,31,88,9,30,1,calcaire,3
Maraîchage,Tomate,Youssoufia,2016,1165847.39,15205.97,17,22,12,15,11,1,12,80,10,20,0,limoneux,2
Oliviers,Olivier,Agadir,2016,1141365.31,920006.48,19,25,13,13,13,1,5,62,10,15,1,calcaire,2
Oliviers,Olivier,Fes,2016,973214.75,923801.91,13,18,8,11,8,1,25,79,10,23,0,sableux,4
Oliviers,Olivier,Marrakech,2016,1032933.88,1085083.57,17,22,12,12,12,1,7,67,10,13,1,argileux,5
Oliviers,Olivier,Meknes,2016,1116433.31,1026406.9,14,19,9,10,9,2,41,84,10,28,0,limoneux,3
Oliviers,Olivier,Ouarzazate,2016,981973.81,901280.2,13,19,7,10,6,0,0,48,10,9,1,sableux,2
Oliviers,Olivier,Oulad Teima,2016,1034294.34,919971.87,19,24,13,13,14,1,3,57,10,11,1,argileux,4
Oliviers,Olivier,Rabat,2016,962758.83,989220.22,17,20,14,16,13,1,23,82,10,32,0,calcaire,5
Oliviers,Olivier,Sefrou,2016,1017311.24,934068.63,13,17,8,12,7,1,23,74,10,20,1,sableux,3
Oliviers,Olivier,Sidi Ifni,2016,972018.04,1052285.82,19,21,16,15,16,1,3,65,10,13,0,limoneux,4
Oliviers,Olivier,Skhirate,2016,1010775.5,1006564.42,16,21,11,11,11,1,28,88,10,30,1,argileux,2
Oliviers,Olivier,Tanger,2016,1012819.74,1014384.67,16,17,14,19,13,2,47,82,10,36,1,calcaire,4
Oliviers,Olivier,Taounate,2016,1141609.25,984661.91,6,10,2,13,-1,1,24,80,10,21,0,limoneux,3
Oliviers,Olivier,Tarfaya,2016,1141950.55,943638.62,20,21,19,23,19,1,7,75,10,17,1,sableux,1
Oliviers,Olivier,Taza,2016,959060.42,1009775.95,6,10,2,13,-1,1,24,80,10,21,0,argileux,4
Oliviers,Olivier,Tiflet,2016,1086078.43,1035086.09,15,21,9,12,9,1,31,88,9,30,1,calcaire,3
Oliviers,Olivier,Youssoufia,2016,945959.07,966432.73,17,22,12,15,11,1,12,80,10,20,0,limoneux,2
Oléagineuses,Arachide,Agadir,2016,32375.47,14073.9,19,25,13,13,13,1,5,62,10,15,1,calcaire,2
Oléagineuses,Arachide,Fes,2016,32912.48,15015.19,13,18,8,11,8,1,25,79,10,23,0,sableux,4
Oléagineuses,Arachide,Marrakech,2016,39059.64,13072.09,17,22,12,12,12,1,7,67,10,13,1,argileux,5
Oléagineuses,Arachide,Meknes,2016,38883.68,14187.17,14,19,9,10,9,2,41,84,10,28,0,limoneux,3
Oléagineuses,Arachide,Ouarzazate,2016,33545.62,13633.74,13,19,7,10,6,0,0,48,10,9,1,sableux,2
Oléagineuses,Arachide,Oulad Teima,2016,33315.11,14630.26,19,24,13,13,14,1,3,57,10,11,1,argileux,4
Oléagineuses,Arachide,Rabat,2016,33878.71,12706.89,17,20,14,16,13,1,23,82,10,32,0,calcaire,5
Oléagineuses,Arachide,Sefrou,2016,35844.11,14539.37,13,17,8,12,7,1,23,74,10,20,1,sableux,3
Oléagineuses,Arachide,Sidi Ifni,2016,36231.15,12943.35,19,21,16,15,16,1,3,65,10,13,0,limoneux,4
Oléagineuses,Arachide,Skhirate,2016,33743.34,12836.13,16,21,11,11,11,1,28,88,10,30,1,argileux,2
Oléagineuses,Arachide,Tanger,2016,37566.98,14691.64,16,17,14,19,13,2,47,82,10,36,1,calcaire,4
Oléagineuses,Arachide,Taounate,2016,34371.95,14454.64,6,10,2,13,-1,1,24,80,10,21,0,limoneux,3
Oléagineuses,Arachide,Tarfaya,2016,38749.8,15170.56,20,21,19,23,19,1,7,75,10,17,1,sableux,1
Oléagineuses,Arachide,Taza,2016,36853.03,14115.27,6,10,2,13,-1,1,24,80,10,21,0,argileux,4
Oléagineuses,Arachide,Tiflet,2016,35278.13,14144.43,15,21,9,12,9,1,31,88,9,30,1,calcaire,3
Oléagineuses,Arachide,Youssoufia,2016,37804.89,14642.13,17,22,12,15,11,1,12,80,10,20,0,limoneux,2
Oléagineuses,Sésame,Agadir,2016,1063.58,808.4,19,25,13,13,13,1,5,62,10,15,1,calcaire,2
Oléagineuses,Sésame,Fes,2016,958.1,760.39,13,18,8,11,8,1,25,79,10,23,0,sableux,4
Oléagineuses,Sésame,Marrakech,2016,967.94,792.76,17,22,12,12,12,1,7,67,10,13,1,argileux,5
Oléagineuses,Sésame,Meknes,2016,1087.19,794.09,14,19,9,10,9,2,41,84,10,28,0,limoneux,3
Oléagineuses,Sésame,Ouarzazate,2016,932.95,810.46,13,19,7,10,6,0,0,48,10,9,1,sableux,2
Oléagineuses,Sésame,Oulad Teima,2016,908.43,912.32,19,24,13,13,14,1,3,57,10,11,1,argileux,4
Oléagineuses,Sésame,Rabat,2016,990.81,889.09,17,20,14,16,13,1,23,82,10,32,0,calcaire,5
Oléagineuses,Sésame,Sefrou,2016,1060.24,911.07,13,17,8,12,7,1,23,74,10,20,1,sableux,3
Oléagineuses,Sésame,Sidi Ifni,2016,1054.33,921.57,19,21,16,15,16,1,3,65,10,13,0,limoneux,4
Oléagineuses,Sésame,Skhirate,2016,1083.91,826.9,16,21,11,11,11,1,28,88,10,30,1,argileux,2
Oléagineuses,Sésame,Tanger,2016,1006.64,792.26,16,17,14,19,13,2,47,82,10,36,1,calcaire,4
Oléagineuses,Sésame,Taounate,2016,920.01,848.06,6,10,2,13,-1,1,24,80,10,21,0,limoneux,3
Oléagineuses,Sésame,Tarfaya,2016,1017.74,901.88,20,21,19,23,19,1,7,75,10,17,1,sableux,1
Oléagineuses,Sésame,Taza,2016,1055.68,832.26,6,10,2,13,-1,1,24,80,10,21,0,argileux,4
Oléagineuses,Sésame,Tiflet,2016,918.67,838.9,15,21,9,12,9,1,31,88,9,30,1,calcaire,3
Oléagineuses,Sésame,Youssoufia,2016,934.53,776.73,17,22,12,15,11,1,12,80,10,20,0,limoneux,2
Oléagineuses,Tournesol,Agadir,2016,21471.57,18617.04,19,25,13,13,13,1,5,62,10,15,1,calcaire,2
Oléagineuses,Tournesol,Fes,2016,24237.96,18490.43,13,18,8,11,8,1,25,79,10,23,0,sableux,4
Oléagineuses,Tournesol,Marrakech,2016,25632.58,18356.85,17,22,12,12,12,1,7,67,10,13,1,argileux,5
Oléagineuses,Tournesol,Meknes,2016,24604.42,20383.38,14,19,9,10,9,2,41,84,10,28,0,limoneux,3
Oléagineuses,Tournesol,Ouarzazate,2016,26086.09,17250.57,13,19,7,10,6,0,0,48,10,9,1,sableux,2
Oléagineuses,Tournesol,Oulad Teima,2016,21713.03,20704.42,19,24,13,13,14,1,3,57,10,11,1,argileux,4
Oléagineuses,Tournesol,Rabat,2016,25709.99,17057.4,17,20,14,16,13,1,23,82,10,32,0,calcaire,5
Oléagineuses,Tournesol,Sefrou,2016,25286.8,20603.95,13,17,8,12,7,1,23,74,10,20,1,sableux,3
Oléagineuses,Tournesol,Sidi Ifni,2016,22908.39,19099.79,19,21,16,15,16,1,3,65,10,13,0,limoneux,4
Oléagineuses,Tournesol,Skhirate,2016,26045.58,19683.97,16,21,11,11,11,1,28,88,10,30,1,argileux,2
Oléagineuses,Tournesol,Tanger,2016,22783.23,17734.24,16,17,14,19,13,2,47,82,10,36,1,calcaire,4
Oléagineuses,Tournesol,Taounate,2016,25644.81,19501.47,6,10,2,13,-1,1,24,80,10,21,0,limoneux,3
Oléagineuses,Tournesol,Tarfaya,2016,25604.1,20363.18,20,21,19,23,19,1,7,75,10,17,1,sableux,1
Oléagineuses,Tournesol,Taza,2016,25018.37,17553.94,6,10,2,13,-1,1,24,80,10,21,0,argileux,4
Oléagineuses,Tournesol,Tiflet,2016,24094.34,17507.03,15,21,9,12,9,1,31,88,9,30,1,calcaire,3
Oléagineuses,Tournesol,Youssoufia,2016,21984.12,18176.33,17,22,12,15,11,1,12,80,10,20,0,limoneux,2
Palmiers-Dattiers,Palmier dattier,Agadir,2016,130390.14,54370.64,19,25,13,13,13,1,5,62,10,15,1,calcaire,2
Palmiers-Dattiers,Palmier dattier,Fes,2016,125850.93,53774.88,13,18,8,11,8,1,25,79,10,23,0,sableux,4
Palmiers-Dattiers,Palmier dattier,Marrakech,2016,137133.7,60395.77,17,22,12,12,12,1,7,67,10,13,1,argileux,5
Palmiers-Dattiers,Palmier dattier,Meknes,2016,136250.41,54978.3,14,19,9,10,9,2,41,84,10,28,0,limoneux,3
Palmiers-Dattiers,Palmier dattier,Ouarzazate,2016,140201.6,60263.93,13,19,7,10,6,0,0,48,10,9,1,sableux,2
Palmiers-Dattiers,Palmier dattier,Oulad Teima,2016,116989.79,62537.25,19,24,13,13,14,1,3,57,10,11,1,argileux,4
Palmiers-Dattiers,Palmier dattier,Rabat,2016,137571.26,60089.1,17,20,14,16,13,1,23,82,10,32,0,calcaire,5
Palmiers-Dattiers,Palmier dattier,Sefrou,2016,140923.25,53876.6,13,17,8,12,7,1,23,74,10,20,1,sableux,3
Palmiers-Dattiers,Palmier dattier,Sidi Ifni,2016,137058.13,59174.15,19,21,16,15,16,1,3,65,10,13,0,limoneux,4
Palmiers-Dattiers,Palmier dattier,Skhirate,2016,119979.15,57075.37,16,21,11,11,11,1,28,88,10,30,1,argileux,2
Palmiers-Dattiers,Palmier dattier,Tanger,2016,118711.64,56489.2,16,17,14,19,13,2,47,82,10,36,1,calcaire,4
Palmiers-Dattiers,Palmier dattier,Taounate,2016,117145.66,56199.5,6,10,2,13,-1,1,24,80,10,21,0,limoneux,3
Palmiers-Dattiers,Palmier dattier,Tarfaya,2016,132897.77,63324.55,20,21,19,23,19,1,7,75,10,17,1,sableux,1
Palmiers-Dattiers,Palmier dattier,Taza,2016,132921.8,61144.41,6,10,2,13,-1,1,24,80,10,21,0,argileux,4
Palmiers-Dattiers,Palmier dattier,Tiflet,2016,142178.75,54045.51,15,21,9,12,9,1,31,88,9,30,1,calcaire,3
Palmiers-Dattiers,Palmier dattier,Youssoufia,2016,126919.74,58036.15,17,22,12,15,11,1,12,80,10,20,0,limoneux,2
Rosacées,Abricotier,Agadir,2016,108754.81,11003.47,19,25,13,13,13,1,5,62,10,15,1,calcaire,2
Rosacées,Abricotier,Fes,2016,115338.71,12510.08,13,18,8,11,8,1,25,79,10,23,0,sableux,4
Rosacées,Abricotier,Marrakech,2016,119866.88,12510.28,17,22,12,12,12,1,7,67,10,13,1,argileux,5
Rosacées,Abricotier,Meknes,2016,122368.95,11006.47,14,19,9,10,9,2,41,84,10,28,0,limoneux,3
Rosacées,Abricotier,Ouarzazate,2016,119360.81,11080.87,13,19,7,10,6,0,0,48,10,9,1,sableux,2
Rosacées,Abricotier,Oulad Teima,2016,110887.8,11645.63,19,24,13,13,14,1,3,57,10,11,1,argileux,4
Rosacées,Abricotier,Rabat,2016,115574.8,11371.34,17,20,14,16,13,1,23,82,10,32,0,calcaire,5
Rosacées,Abricotier,Sefrou,2016,120557.66,10763.4,13,17,8,12,7,1,23,74,10,20,1,sableux,3
Rosacées,Abricotier,Sidi Ifni,2016,112326.85,11784.94,19,21,16,15,16,1,3,65,10,13,0,limoneux,4
Rosacées,Abricotier,Skhirate,2016,106161.48,11039.8,16,21,11,11,11,1,28,88,10,30,1,argileux,2
Rosacées,Abricotier,Tanger,2016,105104.45,11769.65,16,17,14,19,13,2,47,82,10,36,1,calcaire,4
Rosacées,Abricotier,Taounate,2016,101287.93,11152.96,6,10,2,13,-1,1,24,80,10,21,0,limoneux,3
Rosacées,Abricotier,Tarfaya,2016,117450.22,11875.82,20,21,19,23,19,1,7,75,10,17,1,sableux,1
Rosacées,Abricotier,Taza,2016,103784.92,11801.81,6,10,2,13,-1,1,24,80,10,21,0,argileux,4
Rosacées,Abricotier,Tiflet,2016,106772.62,11438.73,15,21,9,12,9,1,31,88,9,30,1,calcaire,3
Rosacées,Abricotier,Youssoufia,2016,107988.87,11886.17,17,22,12,15,11,1,12,80,10,20,0,limoneux,2
Rosacées,Autres plantations fruitières,Agadir,2016,39264.5,5992.75,19,25,13,13,13,1,5,62,10,15,1,calcaire,2
Rosacées,Autres plantations fruitières,Fes,2016,38004.23,5576.2,13,18,8,11,8,1,25,79,10,23,0,sableux,4
Rosacées,Autres plantations fruitières,Marrakech,2016,40151.33,5655.89,17,22,12,12,12,1,7,67,10,13,1,argileux,5
Rosacées,Autres plantations fruitières,Meknes,2016,35348.11,5733.06,14,19,9,10,9,2,41,84,10,28,0,limoneux,3
Rosacées,Autres plantations fruitières,Ouarzazate,2016,35878.07,5512.29,13,19,7,10,6,0,0,48,10,9,1,sableux,2
Rosacées,Autres plantations fruitières,Oulad Teima,2016,38789.88,6295.24,19,24,13,13,14,1,3,57,10,11,1,argileux,4
Rosacées,Autres plantations fruitières,Rabat,2016,37530.98,5879.71,17,20,14,16,13,1,23,82,10,32,0,calcaire,5
Rosacées,Autres plantations fruitières,Sefrou,2016,37211.68,5548.88,13,17,8,12,7,1,23,74,10,20,1,sableux,3
Rosacées,Autres plantations fruitières,Sidi Ifni,2016,35436.48,6426.4,19,21,16,15,16,1,3,65,10,13,0,limoneux,4
Rosacées,Autres plantations fruitières,Skhirate,2016,41866.46,6261.75,16,21,11,11,11,1,28,88,10,30,1,argileux,2
Rosacées,Autres plantations fruitières,Tanger,2016,40284.36,5982.19,16,17,14,19,13,2,47,82,10,36,1,calcaire,4
Rosacées,Autres plantations fruitières,Taounate,2016,35860.06,5734.79,6,10,2,13,-1,1,24,80,10,21,0,limoneux,3
Rosacées,Autres plantations fruitières,Tarfaya,2016,35421.1,5619.22,20,21,19,23,19,1,7,75,10,17,1,sableux,1
Rosacées,Autres plantations fruitières,Taza,2016,42480.63,5989.62,6,10,2,13,-1,1,24,80,10,21,0,argileux,4
Rosacées,Autres plantations fruitières,Tiflet,2016,40201.75,6505.27,15,21,9,12,9,1,31,88,9,30,1,calcaire,3
Rosacées,Autres plantations fruitières,Youssoufia,2016,38155.53,5663.49,17,22,12,15,11,1,12,80,10,20,0,limoneux,2
Rosacées,Avocatier,Agadir,2016,43377.59,3552.76,19,25,13,13,13,1,5,62,10,15,1,calcaire,2
Rosacées,Avocatier,Fes,2016,43832.91,3828.24,13,18,8,11,8,1,25,79,10,23,0,sableux,4
Rosacées,Avocatier,Marrakech,2016,44029.96,3600.74,17,22,12,12,12,1,7,67,10,13,1,argileux,5
Rosacées,Avocatier,Meknes,2016,41510.86,3462.55,14,19,9,10,9,2,41,84,10,28,0,limoneux,3
Rosacées,Avocatier,Ouarzazate,2016,41110.63,3656.29,13,19,7,10,6,0,0,48,10,9,1,sableux,2
Rosacées,Avocatier,Oulad Teima,2016,37617.77,3732.14,19,24,13,13,14,1,3,57,10,11,1,argileux,4
Rosacées,Avocatier,Rabat,2016,45252.43,3568.08,17,20,14,16,13,1,23,82,10,32,0,calcaire,5
Rosacées,Avocatier,Sefrou,2016,42556.83,3765.26,13,17,8,12,7,1,23,74,10,20,1,sableux,3
Rosacées,Avocatier,Sidi Ifni,2016,39219.92,3514.86,19,21,16,15,16,1,3,65,10,13,0,limoneux,4
Rosacées,Avocatier,Skhirate,2016,45194.44,3735.96,16,21,11,11,11,1,28,88,10,30,1,argileux,2
Rosacées,Avocatier,Tanger,2016,45155.49,3821.46,16,17,14,19,13,2,47,82,10,36,1,calcaire,4
Rosacées,Avocatier,Taounate,2016,45774.68,3505.5,6,10,2,13,-1,1,24,80,10,21,0,limoneux,3
Rosacées,Avocatier,Tarfaya,2016,44814.62,3578.23,20,21,19,23,19,1,7,75,10,17,1,sableux,1
Rosacées,Avocatier,Taza,2016,45846.4,3581.36,6,10,2,13,-1,1,24,80,10,21,0,argileux,4
Rosacées,Avocatier,Tiflet,2016,39566.26,3701.9,15,21,9,12,9,1,31,88,9,30,1,calcaire,3
Rosacées,Avocatier,Youssoufia,2016,44549.38,3731.01,17,22,12,15,11,1,12,80,10,20,0,limoneux,2
Rosacées,Bananier,Agadir,2016,355172.68,7714.4,19,25,13,13,13,1,5,62,10,15,1,calcaire,2
Rosacées,Bananier,Fes,2016,315666.32,8917.64,13,18,8,11,8,1,25,79,10,23,0,sableux,4
Rosacées,Bananier,Marrakech,2016,306825.23,9003.62,17,22,12,12,12,1,7,67,10,13,1,argileux,5
Rosacées,Bananier,Meknes,2016,365607.76,8861.53,14,19,9,10,9,2,41,84,10,28,0,limoneux,3
Rosacées,Bananier,Ouarzazate,2016,320008.98,8884.14,13,19,7,10,6,0,0,48,10,9,1,sableux,2
Rosacées,Bananier,Oulad Teima,2016,358366.31,7738.55,19,24,13,13,14,1,3,57,10,11,1,argileux,4
Rosacées,Bananier,Rabat,2016,300532.48,8421.23,17,20,14,16,13,1,23,82,10,32,0,calcaire,5
Rosacées,Bananier,Sefrou,2016,301659.96,9062.18,13,17,8,12,7,1,23,74,10,20,1,sableux,3
Rosacées,Bananier,Sidi Ifni,2016,331341.8,9259.55,19,21,16,15,16,1,3,65,10,13,0,limoneux,4
Rosacées,Bananier,Skhirate,2016,316185.05,8059.01,16,21,11,11,11,1,28,88,10,30,1,argileux,2
Rosacées,Bananier,Tanger,2016,346285.93,8654.95,16,17,14,19,13,2,47,82,10,36,1,calcaire,4
Rosacées,Bananier,Taounate,2016,337993.7,9038.58,6,10,2,13,-1,1,24,80,10,21,0,limoneux,3
Rosacées,Bananier,Tarfaya,2016,305427.25,8950.1,20,21,19,23,19,1,7,75,10,17,1,sableux,1
Rosacées,Bananier,Taza,2016,311108.28,8722.59,6,10,2,13,-1,1,24,80,10,21,0,argileux,4
Rosacées,Bananier,Tiflet,2016,326149.22,7699.85,15,21,9,12,9,1,31,88,9,30,1,calcaire,3
Rosacées,Bananier,Youssoufia,2016,312641.31,8901.5,17,22,12,15,11,1,12,80,10,20,0,limoneux,2
Rosacées,Caroubier,Agadir,2016,62049.19,14887.21,19,25,13,13,13,1,5,62,10,15,1,calcaire,2
Rosacées,Caroubier,Fes,2016,57638.96,14744.94,13,18,8,11,8,1,25,79,10,23,0,sableux,4
Rosacées,Caroubier,Marrakech,2016,53856.15,14866.22,17,22,12,12,12,1,7,67,10,13,1,argileux,5
Rosacées,Caroubier,Meknes,2016,58439.43,13920.76,14,19,9,10,9,2,41,84,10,28,0,limoneux,3
Rosacées,Caroubier,Ouarzazate,2016,53825.74,15509.74,13,19,7,10,6,0,0,48,10,9,1,sableux,2
Rosacées,Caroubier,Oulad Teima,2016,54272.44,14880.27,19,24,13,13,14,1,3,57,10,11,1,argileux,4
Rosacées,Caroubier,Rabat,2016,55570.03,14337.93,17,20,14,16,13,1,23,82,10,32,0,calcaire,5
Rosacées,Caroubier,Sefrou,2016,62838.32,15341.59,13,17,8,12,7,1,23,74,10,20,1,sableux,3
Rosacées,Caroubier,Sidi Ifni,2016,63601.41,15268.21,19,21,16,15,16,1,3,65,10,13,0,limoneux,4
Rosacées,Caroubier,Skhirate,2016,62448.24,15003.87,16,21,11,11,11,1,28,88,10,30,1,argileux,2
Rosacées,Caroubier,Tanger,2016,56677.62,14295.62,16,17,14,19,13,2,47,82,10,36,1,calcaire,4
Rosacées,Caroubier,Taounate,2016,55955.03,14192.31,6,10,2,13,-1,1,24,80,10,21,0,limoneux,3
Rosacées,Caroubier,Tarfaya,2016,59199.33,13632.22,20,21,19,23,19,1,7,75,10,17,1,sableux,1
Rosacées,Caroubier,Taza,2016,61224.14,13412.49,6,10,2,13,-1,1,24,80,10,21,0,argileux,4
Rosacées,Caroubier,Tiflet,2016,64407.6,14150.69,15,21,9,12,9,1,31,88,9,30,1,calcaire,3
Rosacées,Caroubier,Youssoufia,2016,54303.31,14335.39,17,22,12,15,11,1,12,80,10,20,0,limoneux,2
Rosacées,Cerisier,Agadir,2016,12197.29,2902.39,19,25,13,13,13,1,5,62,10,15,1,calcaire,2
Rosacées,Cerisier,Fes,2016,13926.8,3317.19,13,18,8,11,8,1,25,79,10,23,0,sableux,4
Rosacées,Cerisier,Marrakech,2016,14296.44,3093.71,17,22,12,12,12,1,7,67,10,13,1,argileux,5
Rosacées,Cerisier,Meknes,2016,14334.31,3074.88,14,19,9,10,9,2,41,84,10,28,0,limoneux,3
Rosacées,Cerisier,Ouarzazate,2016,13884.19,3019.3,13,19,7,10,6,0,0,48,10,9,1,sableux,2
Rosacées,Cerisier,Oulad Teima,2016,14622.98,2788.33,19,24,13,13,14,1,3,57,10,11,1,argileux,4
Rosacées,Cerisier,Rabat,2016,13435.21,3292.6,17,20,14,16,13,1,23,82,10,32,0,calcaire,5
Rosacées,Cerisier,Sefrou,2016,14515.2,2946.72,13,17,8,12,7,1,23,74,10,20,1,sableux,3
Rosacées,Cerisier,Sidi Ifni,2016,14659.97,3145.82,19,21,16,15,16,1,3,65,10,13,0,limoneux,4
Rosacées,Cerisier,Skhirate,2016,14336.48,3124.39,16,21,11,11,11,1,28,88,10,30,1,argileux,2
Rosacées,Cerisier,Tanger,2016,12895.64,3110.35,16,17,14,19,13,2,47,82,10,36,1,calcaire,4
Rosacées,Cerisier,Taounate,2016,12591.21,3074.4,6,10,2,13,-1,1,24,80,10,21,0,limoneux,3
Rosacées,Cerisier,Tarfaya,2016,13534.72,2863.8,20,21,19,23,19,1,7,75,10,17,1,sableux,1
Rosacées,Cerisier,Taza,2016,13279.73,2924.46,6,10,2,13,-1,1,24,80,10,21,0,argileux,4
Rosacées,Cerisier,Tiflet,2016,14418.52,3073.47,15,21,9,12,9,1,31,88,9,30,1,calcaire,3
Rosacées,Cerisier,Youssoufia,2016,12333.33,3235.67,17,22,12,15,11,1,12,80,10,20,0,limoneux,2
Rosacées,Cognassier,Agadir,2016,43529.23,4011.58,19,25,13,13,13,1,5,62,10,15,1,calcaire,2
Rosacées,Cognassier,Fes,2016,48049.44,3826.08,13,18,8,11,8,1,25,79,10,23,0,sableux,4
Rosacées,Cognassier,Marrakech,2016,42040.18,3731.74,17,22,12,12,12,1,7,67,10,13,1,argileux,5
Rosacées,Cognassier,Meknes,2016,44105.85,4199.49,14,19,9,10,9,2,41,84,10,28,0,limoneux,3
Rosacées,Cognassier,Ouarzazate,2016,44713.27,4004.55,13,19,7,10,6,0,0,48,10,9,1,sableux,2
Rosacées,Cognassier,Oulad Teima,2016,46867.33,3762.18,19,24,13,13,14,1,3,57,10,11,1,argileux,4
Rosacées,Cognassier,Rabat,2016,42617.91,4208.81,17,20,14,16,13,1,23,82,10,32,0,calcaire,5
Rosacées,Cognassier,Sefrou,2016,49044.92,3829.05,13,17,8,12,7,1,23,74,10,20,1,sableux,3
Rosacées,Cognassier,Sidi Ifni,2016,45265.76,4074.23,19,21,16,15,16,1,3,65,10,13,0,limoneux,4
Rosacées,Cognassier,Skhirate,2016,49561.09,3909.26,16,21,11,11,11,1,28,88,10,30,1,argileux,2
Rosacées,Cognassier,Tanger,2016,45451.74,4418.03,16,17,14,19,13,2,47,82,10,36,1,calcaire,4
Rosacées,Cognassier,Taounate,2016,43687.51,3845.89,6,10,2,13,-1,1,24,80,10,21,0,limoneux,3
Rosacées,Cognassier,Tarfaya,2016,42468.74,4001.76,20,21,19,23,19,1,7,75,10,17,1,sableux,1
Rosacées,Cognassier,Taza,2016,41205.39,4440.64,6,10,2,13,-1,1,24,80,10,21,0,argileux,4
Rosacées,Cognassier,Tiflet,2016,46039.91,3919.45,15,21,9,12,9,1,31,88,9,30,1,calcaire,3
Rosacées,Cognassier,Youssoufia,2016,42151.52,4184.51,17,22,12,15,11,1,12,80,10,20,0,limoneux,2
Rosacées,Figuier,Agadir,2016,134946.94,58314.45,19,25,13,13,13,1,5,62,10,15,1,calcaire,2
Rosacées,Figuier,Fes,2016,140396.54,55819.85,13,18,8,11,8,1,25,79,10,23,0,sableux,4
Rosacées,Figuier,Marrakech,2016,131745.72,62077.44,17,22,12,12,12,1,7,67,10,13,1,argileux,5
Rosacées,Figuier,Meknes,2016,128974.31,65570.02,14,19,9,10,9,2,41,84,10,28,0,limoneux,3
Rosacées,Figuier,Ouarzazate,2016,145512.5,59958.99,13,19,7,10,6,0,0,48,10,9,1,sableux,2
Rosacées,Figuier,Oulad Teima,2016,150259.34,62060.85,19,24,13,13,14,1,3,57,10,11,1,argileux,4
Rosacées,Figuier,Rabat,2016,126911.26,61851.67,17,20,14,16,13,1,23,82,10,32,0,calcaire,5
Rosacées,Figuier,Sefrou,2016,128432.67,59505.29,13,17,8,12,7,1,23,74,10,20,1,sableux,3
Rosacées,Figuier,Sidi Ifni,2016,150624.08,61924.28,19,21,16,15,16,1,3,65,10,13,0,limoneux,4
Rosacées,Figuier,Skhirate,2016,125182.78,57619.42,16,21,11,11,11,1,28,88,10,30,1,argileux,2
Rosacées,Figuier,Tanger,2016,151110.15,59056.72,16,17,14,19,13,2,47,82,10,36,1,calcaire,4
Rosacées,Figuier,Taounate,2016,124268.56,59834.94,6,10,2,13,-1,1,24,80,10,21,0,limoneux,3
Rosacées,Figuier,Tarfaya,2016,148242.13,64940.2,20,21,19,23,19,1,7,75,10,17,1,sableux,1
Rosacées,Figuier,Taza,2016,132618.54,58697.09,6,10,2,13,-1,1,24,80,10,21,0,argileux,4
Rosacées,Figuier,Tiflet,2016,150033.07,62169.33,15,21,9,12,9,1,31,88,9,30,1,calcaire,3
Rosacées,Figuier,Youssoufia,2016,132883.93,57063.55,17,22,12,15,11,1,12,80,10,20,0,limoneux,2
Rosacées,Grenadier,Agadir,2016,145012.39,11416.58,19,25,13,13,13,1,5,62,10,15,1,calcaire,2
Rosacées,Grenadier,Fes,2016,128855.64,12367.5,13,18,8,11,8,1,25,79,10,23,0,sableux,4
Rosacées,Grenadier,Marrakech,2016,133421.75,12641.07,17,22,12,12,12,1,7,67,10,13,1,argileux,5
Rosacées,Grenadier,Meknes,2016,148370.85,11919.95,14,19,9,10,9,2,41,84,10,28,0,limoneux,3
Rosacées,Grenadier,Ouarzazate,2016,141478.15,11614.83,13,19,7,10,6,0,0,48,10,9,1,sableux,2
Rosacées,Grenadier,Oulad Teima,2016,152711.68,12996.5,19,24,13,13,14,1,3,57,10,11,1,argileux,4
Rosacées,Grenadier,Rabat,2016,138666.58,11136.09,17,20,14,16,13,1,23,82,10,32,0,calcaire,5
Rosacées,Grenadier,Sefrou,2016,151075.48,12541.15,13,17,8,12,7,1,23,74,10,20,1,sableux,3
Rosacées,Grenadier,Sidi Ifni,2016,139235.0,12467.78,19,21,16,15,16,1,3,65,10,13,0,limoneux,4
Rosacées,Grenadier,Skhirate,2016,154154.38,12467.96,16,21,11,11,11,1,28,88,10,30,1,argileux,2
Rosacées,Grenadier,Tanger,2016,153608.18,13056.91,16,17,14,19,13,2,47,82,10,36,1,calcaire,4
